Trecho|tempo_inicio|tempo_fim|comeca_locutor
posto a badalação e lá no cantinho da|00:02:32.280|00:02:33.980|False
para não tem arrastão né e eu tô sentado|00:02:33.990|00:02:36.470|False
lá e com os meus filhos né e eu tô|00:02:36.480|00:02:40.640|False
olhando para o lado de Caio eu amendoim|00:02:40.650|00:02:42.950|False
ali meu irmão né Aí eu peguei o Nextel|00:02:42.960|00:02:45.080|False
tinha Nextel na época eu chamei o Bruno|00:02:45.090|00:02:46.760|False
do rádio só que eu tô tô rápida Bruno do|00:02:46.770|00:02:50.660|False
a praia que eu tenho cara do meu lado|00:02:50.670|00:02:52.160|False
oposto que o cara ao amendoim mesmo né|00:02:52.170|00:02:53.630|False
aí o Bruno falou assim pôrra Pimentel|00:02:53.640|00:02:55.970|False
Deve ser porque tá de rua mesmo né Tá de|00:02:55.980|00:02:57.950|False
boa|00:02:57.960|00:02:58.610|False
E aí o cabelo a meditação caminhando eu|00:02:58.620|00:03:01.220|False
falei por todas armado aqui ficou bom eu|00:03:01.230|00:03:04.280|False
quero ver com a família dele de mão dada|00:03:04.290|00:03:06.670|False
Capitão cometeu falei assim senhor né tu|00:03:06.680|00:03:09.770|False
tá lembrado de mim foi não cara não sei|00:03:09.780|00:03:11.300|False
que é você não ali eu sou amendoim do|00:03:11.310|00:03:13.130|False
falar o senhor lhe deu a minha esposa|00:03:13.140|00:03:14.869|False
aquela vez estávamos aqui né muito|00:03:14.879|00:03:17.569|False
obrigada e tal você por ele foi de dura|00:03:17.579|00:03:20.479|False
mas foi lá agradecimento gostoso fui|00:03:20.489|00:03:23.300|False
mostrar para esposa dele que eu era o|00:03:23.310|00:03:25.190|False
Pimentel aí ele falou para mim tu|00:03:25.200|00:03:26.509|False
derruba eu tô de boa tô de boa não sei|00:03:26.519|00:03:28.640|False
se esse filho da se regenerou|00:03:28.650|00:03:29.960|False
também sabe mais borra mas o que me|00:03:29.970|00:03:32.089|False
chamou atenção que ele rodou um fuzil e|00:03:32.099|00:03:33.979|False
rapidinho tava de rua já esquece a|00:03:33.989|00:03:35.960|False
bandeira mas o mas eu tenho a outra que|00:03:35.970|00:03:39.140|False
o que eu te conto também essa aconteceu|00:03:39.150|00:03:41.270|False
com|00:03:41.280|00:03:42.910|False
uma João Vargas mas o vagas para o cara|00:03:42.920|00:03:46.880|False
que prendeu o e o e tá fazendo em|00:03:46.890|00:03:49.250|False
Fortaleza e o Vargas descobrir onde|00:03:49.260|00:03:50.930|False
orientava E foi com o Dr é pegar o e e o|00:03:50.940|00:03:54.900|False
Vargas era Major do BOPE e tem um táxi o|00:03:54.910|00:03:58.080|False
Santana táxi e o Vagas voltava de noite|00:03:58.090|00:04:01.050|False
caveira BOPE de noite com táxi na hora|00:04:01.060|00:04:04.080|False
do Vargas dela caseira não vai ser um|00:04:04.090|00:04:05.520|False
carro roda aí o Vargas pegou uma mulher|00:04:05.530|00:04:08.580|False
na no Méier e a mulher tava cheio de|00:04:08.590|00:04:11.400|False
sacola a mulher falou pô eu vou para|00:04:11.410|00:04:12.900|False
camarista Méier né aí o Vargas foi assim|00:04:12.910|00:04:14.880|False
pô mas eu não sou da favela ela mandou|00:04:14.890|00:04:16.469|False
essa vela não Logo no início da na rua|00:04:16.479|00:04:18.240|False
no primeiro quebra-mola aí o Wagner não|00:04:18.250|00:04:20.759|False
vem comigo que eu te levo lá pô quando|00:04:20.769|00:04:23.280|False
chegou para deixar a mulher lá na rua|00:04:23.290|00:04:25.190|False
o vagas para ajudar a mulher tirar as|00:04:25.200|00:04:27.960|False
bolsas do carro a vaga para o hospital|00:04:27.970|00:04:30.770|False
querer ganhar tempo né Por daqui a pouco|00:04:30.780|00:04:33.080|False
vagas de falou que olhou para trás 56|00:04:33.090|00:04:35.450|False
vagabundo fuzil atrás dele é aí|00:04:35.460|00:04:37.250|False
vagabundo falou assim que tem Vargas aí|00:04:37.260|00:04:40.580|False
o Wagner Pimentel não olhei para trás|00:04:40.590|00:04:42.230|False
pelos o capitão Major não quero|00:04:42.240|00:04:45.490|False
bastão vaga né aí aí o Vagas olhou|00:04:45.500|00:04:49.160|False
foi burra sou eu meu irmão|00:04:49.170|00:04:51.200|False
E aí o vagabundo eu não falei que era|00:04:51.210|00:04:53.330|False
ele não falei que ele falei que era ele|00:04:53.340|00:04:55.420|False
aí o vaga para outro eu fiquei pensando|00:04:55.430|00:04:58.159|False
que eu conheci Puto por causa eu boto|00:04:58.169|00:05:00.920|False
não esperava naquela fazer ela né|00:05:00.930|00:05:03.490|False
E aí os cara deixaram marcas embora na|00:05:03.500|00:05:05.800|False
moto pode boa falar para ele aí para|00:05:05.810|00:05:07.030|False
isso a gente tá aqui tá aqui|00:05:07.040|00:05:08.970|False
uns meses antes teve uma rebelião em|00:05:08.980|00:05:11.890|False
Bangu 1 banco 2pedro rebelião e o BOPE|00:05:11.900|00:05:17.530|False
foi chamado para reunião|00:05:17.540|00:05:19.370|False
e e e quando o BOPE chegou eu não sei se|00:05:19.380|00:05:22.790|False
foi o freixo que ele gostou de gostou|00:05:22.800|00:05:24.500|False
isso eu falei que tava sempre presentes|00:05:24.510|00:05:26.090|False
nas rebeliões eu falei que era chamado|00:05:26.100|00:05:27.760|False
para ajudar o BOPE das negociações viu|00:05:27.770|00:05:30.800|False
olha que interessante tá no desenrolo né|00:05:30.810|00:05:34.420|False
não sei se é o Freio posso perguntar|00:05:34.430|00:05:36.830|False
para ele um dia mas o cara que tava lá|00:05:36.840|00:05:38.840|False
ajudando a negociação|00:05:38.850|00:05:40.660|False
prometeu que a vagabundagem a botar as|00:05:40.670|00:05:43.010|False
armas no chão se o BOPE entrassem|00:05:43.020|00:05:44.630|False
esculacho e assim foi feita a nossa|00:05:44.640|00:05:47.390|False
equipa entrou Batista Vargas mais uma|00:05:47.400|00:05:51.350|False
equipe operações e o Vagabundo colocaram|00:05:51.360|00:05:54.470|False
os pistola no chão não sei colocar por|00:05:54.480|00:05:56.210|False
Store entrou naquela mas botar|00:05:56.220|00:05:57.620|False
captar o som aí o|00:05:57.630|00:06:02.470|False
gigante eu acho que é um gigante o|00:06:02.480|00:06:04.220|False
bandidão fez um café para nossa equipe|00:06:04.230|00:06:06.710|False
tomar aquele café de preso com meio|00:06:06.720|00:06:08.390|False
aquela sujo para Fashion daquela|00:06:08.400|00:06:10.340|False
aí mas é realmente tá rolando aqui|00:06:10.350|00:06:13.450|False
aí nesse momento um polícia|00:06:13.460|00:06:16.650|False
e da equipe de um soco na cara de|00:06:16.660|00:06:18.660|False
bandido|00:06:18.670|00:06:19.520|False
não chorar|00:06:19.530|00:06:21.810|False
E aí o líder dos bandidos lá falou assim|00:06:21.820|00:06:25.080|False
Poxa meu amor|00:06:25.090|00:06:26.360|False
o papo foi até esculacho tem descolar|00:06:26.370|00:06:28.820|False
ali né o Vargas perdeu o policial me da|00:06:28.830|00:06:32.240|False
pistola tá preço|00:06:32.250|00:06:33.850|False
nisso todo mundo a galeria começou a|00:06:33.860|00:06:35.990|False
pegar o dinheiro|00:06:36.000|00:06:38.110|False
por isso aprendi por isso também os|00:06:38.120|00:06:40.370|False
caras são que o prédio rosto né e|00:06:40.380|00:06:44.170|False
o vaga do manteiga polícia preso não|00:06:44.180|00:06:46.640|False
temos problema Vai tomar no cu|00:06:46.650|00:06:48.490|False
por liberou o cara mas essa já|00:06:48.500|00:06:51.980|False
parou da galeria 1|00:06:51.990|00:06:54.270|False
eu acredito que quiser o cara que vendeu|00:06:54.280|00:06:57.750|False
o Vargas lá na favela era o cara que|00:06:57.760|00:06:59.250|False
tomou um soco na cara né assim né|00:06:59.260|00:07:02.129|False
de dois lá então a tua atuação aqui a|00:07:02.139|00:07:05.460|False
tua ética aqui eu tô compromisso lá na|00:07:05.470|00:07:07.980|False
frente vai vai vai trazer um benefício|00:07:07.990|00:07:11.129|False
né|00:07:11.139|00:07:12.980|False
o vaga de vaga de motorista história ele|00:07:12.990|00:07:16.170|False
me contou essa história porque eu tava|00:07:16.180|00:07:17.490|False
fazendo roteiro para o Tropa de Elite 2|00:07:17.500|00:07:19.610|False
e o Vargas queria essa história do meu|00:07:19.620|00:07:22.230|False
filho não encaixa tudo não dá para|00:07:22.240|00:07:24.270|False
colocar junto de roteiro dessa ele tinha|00:07:24.280|00:07:26.580|False
passado tu é chamar 15 cara da UPP que|00:07:26.590|00:07:28.740|False
ela me conta aqui as histórias e te|00:07:28.750|00:07:31.110|False
botava tudo isso mas essa cena é aquela|00:07:31.120|00:07:33.840|False
adaptada do início do filme no Top de|00:07:33.850|00:07:36.000|False
Tropa de Elite 2 é da licitação da água|00:07:36.010|00:07:38.730|False
de Elite 2 cara é uma verdade isso que|00:07:38.740|00:07:41.730|False
pode atestar isso para gente hoje é um|00:07:41.740|00:07:45.240|False
dos negociadores que o BOPE tinha na|00:07:45.250|00:07:46.770|False
década de|00:07:46.780|00:07:47.780|False
2003 quer um cara muito aquela|00:07:47.790|00:07:50.040|False
Fontenelle o Fontenelle depois que|00:07:50.050|00:07:52.170|False
mandou oi|00:07:52.180|00:07:53.380|False
e como do 14º foi preso quando estava|00:07:53.390|00:07:56.800|False
com uma doença no quarto tá|00:07:56.810|00:07:59.250|False
acusaram justamente Quando eu puder|00:07:59.260|00:08:01.450|False
estar envolvido com uma marca que|00:08:01.460|00:08:03.880|False
exploravam o calçadão de Bangu|00:08:03.890|00:08:05.700|False
Tavira é gente boa pra e foi|00:08:05.710|00:08:10.240|False
preso depois que tá zero a zero tá tá|00:08:10.250|00:08:13.110|False
solto tá saindo sentado tá e o|00:08:13.120|00:08:16.570|False
Fontenelle é o lançador do Bope no então|00:08:16.580|00:08:19.750|False
quase sempre aí que negociava e mais de|00:08:19.760|00:08:22.900|False
uma vez eu continuar ele chamou o freixo|00:08:22.910|00:08:24.310|False
para ir na negociação sabe o frente o|00:08:24.320|00:08:26.230|False
trabalhava numa ONG de que tinha negócio|00:08:26.240|00:08:29.710|False
de preso saber não como eu te falei cara|00:08:29.720|00:08:33.639|False
e não atrapalhava ajudava ajudava você|00:08:33.649|00:08:37.209|False
chegava na rebelião o cara ajudava a|00:08:37.219|00:08:39.879|False
reduzir a tensão da rebelião|00:08:39.889|00:08:41.759|False
Então se e não prometia nada que fosse|00:08:41.769|00:08:46.030|False
impossível de cumprir|00:08:46.040|00:08:47.939|False
é burra Pimentel Mas você admira ele por|00:08:47.949|00:08:51.790|False
causa disso por causa disso eu admiro|00:08:51.800|00:08:54.030|False
pela questão ideológica dele não mas|00:08:54.040|00:08:56.650|False
ficar disso só de ver qualquer pessoa|00:08:56.660|00:08:58.059|False
que está em condições de ajudar a|00:08:58.069|00:08:59.619|False
polícia em uma operação policial um tá|00:08:59.629|00:09:03.639|False
do nosso lado mas pela questão|00:09:03.649|00:09:06.100|False
ideológica não evidente que não eu acho|00:09:06.110|00:09:09.059|False
perigo para o Rio de Janeiro tá|00:09:09.069|00:09:12.790|False
