Trecho|tempo_inicio|tempo_fim|comeca_locutor
Cara, eu tô fodido. Eu preciso de ajuda, preciso de ajuda.|00:04:24.886|00:04:27.766|False
Marcelão, calma, calma. A gente vai dar um jeito, tá?|00:04:27.766|00:04:29.888|False
Vamos sair dessa...|00:04:29.888|00:04:31.360|False
Quer que eu fale com a Lúcia, com seus filhos pra você voltar...|00:04:31.360|00:04:33.453|False
Não, não. -Como eu vou te ajudar?|00:04:33.453|00:04:35.274|False
Eu quero que você peça pro seu sogro|00:04:35.274|00:04:36.967|False
a casa dele de Maresias emprestada, só esse final de semana, eu juro.|00:04:36.967|00:04:40.130|False
Eu tô sem grana nenhuma, cara.|00:04:40.130|00:04:42.044|False
O Viagra eu consigo parcelar na farmácia,|00:04:42.044|00:04:44.286|False
mas se eu perder essa turma, eu perco a Luísa.|00:04:44.286|00:04:45.821|False
Se eu perder a Luísa, eu morro! -Tá tudo certo.|00:04:45.821|00:04:48.438|False
Relaxa, a gente vai dar um jeito. Mas a lancha é que eu não tenho.|00:04:48.438|00:04:51.384|False
Puta que o pariu! A lancha!|00:04:51.457|00:04:53.768|False
Fodeu!|00:04:54.658|00:04:55.819|False
Calma, calma.|00:04:57.074|00:04:58.617|False
Ai meu Deus do céu. Calma.|00:04:59.040|00:05:01.094|False
