Trecho|tempo_inicio|tempo_fim|comeca_locutor
adversários, sabendo da dificuldade, mas|00:01:36.119|00:01:38.990|False
entendendo que a gente tem capacidade,|00:01:39.000|00:01:40.670|False
né, trabalhar e conseguir esse|00:01:40.680|00:01:41.990|False
resultado.|00:01:42.000|00:01:42.749|False
O comando técnico é do treinador Rogério|00:01:42.759|00:01:45.550|True
Henrique. Ele veio do Taubaté na Série|00:01:45.560|00:01:48.590|False
A3 em São Paulo, mas tem história aqui.|00:01:48.600|00:01:51.990|False
Ele já subiu a abecate de divisão em|00:01:52.000|00:01:54.749|False
2017 e está confiante em 2026.|00:01:54.759|00:01:58.590|False
Acredito que nós temos um time bastante|00:01:58.600|00:01:59.856|True
homogêneo, né? alguns atletas|00:01:59.866|00:02:01.510|False
remanescentes desse último ano aí que|00:02:01.520|00:02:03.310|False
fizeram um bom papel no Campeonato|00:02:03.320|00:02:04.590|False
Goiano. Outras boas contratações,|00:02:04.600|00:02:06.590|False
contratações de nomes que a gente tem|00:02:06.600|00:02:08.550|False
muita expectativa de desempenho com|00:02:08.560|00:02:10.669|False
relação a eles, mas eu entendo que é|00:02:10.679|00:02:12.790|False
jogo a jogo. Eh, tem os fatores|00:02:12.800|00:02:14.830|False
climáticos aí, é um mês de muita chuva,|00:02:14.840|00:02:16.990|False
tem os os gramados que mudam muito, você|00:02:17.000|00:02:19.350|False
sai de um gramado aqui para em umas é|00:02:19.360|00:02:21.309|False
completamente diferente. Você sai do|00:02:21.319|00:02:22.949|False
gramado de em umas vai jogar contra o|00:02:22.959|00:02:24.710|False
Goiás, por exemplo, na Serrinha, é outro|00:02:24.720|00:02:26.150|False
gramado completamente diferente. Então,|00:02:26.160|00:02:27.949|False
esses fatores são determinantes para que|00:02:27.959|00:02:29.509|False
a gente possa definir a estratégia de|00:02:29.519|00:02:31.550|False
cada jogo e principalmente pro|00:02:31.560|00:02:32.710|False
desempenho dos atletas.|00:02:32.720|00:02:33.869|False
A escalação base da ABCAT tem Bruno no|00:02:33.879|00:02:36.869|True
gol, Cleitinho na direita, zaga com|00:02:36.879|00:02:39.830|False
Dumas e Pablo e Marcílio na lateral|00:02:39.840|00:02:42.750|False
esquerda. No meio-coampo, Lucas Silva,|00:02:42.760|00:02:45.910|False
Rafinha e Pingo. No ataque, duas|00:02:45.920|00:02:49.270|False
dúvidas:|00:02:49.280|00:02:50.229|False
Emerson ou Jackson? Mateuzinho é|00:02:50.239|00:02:52.910|False
titular. A outra dúvida, Roney|00:02:52.920|00:02:55.229|False
ou Joãozinho. O estádio passou por|00:02:55.239|00:02:57.990|False
melhorias. Uma nova cobertura na|00:02:58.000|00:03:00.149|False
arquibancada foi colocada, novos|00:03:00.159|00:03:02.550|False
banheiros foram construídos e no banco|00:03:02.560|00:03:05.589|False
de reserva uma estrutura novinha e|00:03:05.599|00:03:08.750|False
personalizada.|00:03:08.760|00:03:10.470|False
Enquanto estivemos no local,|00:03:10.480|00:03:12.309|False
acompanhamos também a apresentação dos|00:03:12.319|00:03:14.789|False
uniformes da temporada. O principal é|00:03:14.799|00:03:17.710|False
esse todo alaranjado, o número dois é o|00:03:17.720|00:03:21.149|False
branco e o três é esse bicolor.|00:03:21.159|00:03:25.110|False
Nas arquibancadas a torcida está|00:03:25.120|00:03:27.470|False
confiante.|00:03:27.480|00:03:28.350|False
É, a expectativa é grande, né? Torcida|00:03:28.360|00:03:30.949|True
de ouvidor da Becate está esperando um|00:03:30.959|00:03:33.589|False
grande jogo aqui no sábado e com certeza|00:03:33.599|00:03:36.789|False
sair com a grande vitória em cima do|00:03:36.799|00:03:38.110|False
Vila Nova.|00:03:38.120|00:03:38.830|False
Vamos chegar entre os quatro e também|00:03:38.840|00:03:41.429|True
passar pra Série C também do ano que vem|00:03:41.439|00:03:43.149|False
do brasileiro.|00:03:43.159|00:03:44.589|False
Tá confiante? confiante.|00:03:44.599|00:03:46.470|True
A crônica da região normalmente faz a|00:03:46.480|00:03:49.030|True
cobertura da ABCAT e do craque de|00:03:49.040|00:03:51.750|False
catalão. E eu perguntei a um colega se|00:03:51.760|00:03:54.110|False
tem favorito entre os dois.|00:03:54.120|00:03:55.910|False
Ah, não dá para falar, né?|00:03:55.920|00:03:57.309|True
Não fica em cima do muro.|00:03:57.319|00:03:59.190|True
Tá meio a meio hoje em dia, viu? Por|00:03:59.200|00:04:01.149|True
questão de organização da Becat. Claro,|00:04:01.159|00:04:04.069|False
o craque é o único bicampeão goiano|00:04:04.079|00:04:06.272|False
e o peso da camisa soma muito.|00:04:06.282|00:04:08.390|False
Alguns jogadores chegaram trazendo|00:04:08.400|00:04:10.630|True
expectativa de todos, como o zagueiro|00:04:10.640|00:04:12.550|False
Dumas, que fez a sua base toda no|00:04:12.560|00:04:14.789|False
Flamengo, Rafinha, volante. E três peças|00:04:14.799|00:04:19.150|False
chamam a atenção no ataque, Jackson,|00:04:19.160|00:04:22.390|False
Emerson e Alan. O goleiro Bruno está com|00:04:22.400|00:04:26.110|False
38 anos, já jogou no Cruzeiro, no CRB,|00:04:26.120|00:04:29.270|False
no América de Natal, entre outras|00:04:29.280|00:04:31.310|False
equipes. Ele prevê dificuldades nesse|00:04:31.320|00:04:34.110|False
campeonato curto e competitivo.|00:04:34.120|00:04:36.510|False
Mais de um mês de de preparação já, né,|00:04:36.520|00:04:38.790|True
para o Campeonato Goiano e desde o|00:04:38.800|00:04:41.110|False
início treinamentos muito forte. Eh, já|00:04:41.120|00:04:44.189|False
avisando esse jogo que vai ser muito|00:04:44.199|00:04:45.510|False
difícil também, que é estreia, né?|00:04:45.520|00:04:47.510|False
Sabemos que é o que é o atual campeão,|00:04:47.520|00:04:49.830|False
uma equipe grande. Eh, mas eh também|00:04:49.840|00:04:52.950|False
sabemos a nossa qualidade e nossa força|00:04:52.960|00:04:54.749|False
dentro de casa.|00:04:54.759|00:04:55.670|False
Rafinha chegou aqui na Becate em 2024.|00:04:55.680|00:04:58.670|True
No ano passado ele jogou o Goianão e o|00:04:58.680|00:05:01.629|False
time tá pronto para enfrentar o atual|00:05:01.639|00:05:04.230|False
campeão já na estreia.|00:05:04.240|00:05:05.870|False
Dentro do futebol e do formato foi o|00:05:05.880|00:05:07.430|True
campeonato, não tem para onde correr,|00:05:07.440|00:05:08.670|False
né? Uma hora ou outra a gente tem que se|00:05:08.680|00:05:09.909|False
encontrar. Então se fosse para preferir|00:05:09.919|00:05:13.070|False
preferir agora também. Se nós tivermos|00:05:13.080|00:05:14.870|False
algos alguma vantagem, é um pouco mais|00:05:14.880|00:05:17.230|False
de tempo de trabalho, porém ao Vila vai|00:05:17.240|00:05:18.950|False
atual campeão, eh, um time de camisa|00:05:18.960|00:05:21.950|False
pesada. Então, no sábado vamos tentar|00:05:21.960|00:05:24.309|False
fazer nossa parte aqui dentro de casa,|00:05:24.319|00:05:25.590|False
fazer um bom jogo para, se Deus quiser,|00:05:25.600|00:05:27.350|False
será positiva.|00:05:27.360|00:05:28.510|False
O Goianão 2026 vai começar aqui na TV|00:05:28.520|00:05:31.749|True
Brasil Central e também na TV Assembleia|00:05:31.759|00:05:34.510|False
com o apoio do governo de Goiás e também|00:05:34.520|00:05:37.309|False
da Assembleia Legislativa, uma parceria|00:05:37.319|00:05:39.469|False
que só fortalece o futebol goiano.|00:05:39.479|00:05:41.469|False
Aproveitar e parabenizar, né, governador|00:05:41.479|00:05:43.213|False
Ronaldo Caiado, vice-governador|00:05:43.223|00:05:44.990|False
Daniel Vilela, também, né, o presidente|00:05:45.000|00:05:47.110|False
da TBC, Reginaldo Júnior, que sempre|00:05:47.120|00:05:49.710|False
fortalece o campeonato e prova disso é|00:05:49.720|00:05:52.110|False
que ano a ano o campeonato tá evoluindo|00:05:52.120|00:05:54.350|False
tecnicamente, financeiramente. Por quê?|00:05:54.360|00:05:57.029|False
Por conta desse apoio, os clubes vão se|00:05:57.039|00:05:58.670|False
organizando, vão se estruturando, o|00:05:58.680|00:06:00.189|False
campeonato vai ganhando, né, força, a|00:06:00.199|00:06:02.309|False
federação também fazendo um belo|00:06:02.319|00:06:03.670|False
trabalho, né, que também queremos|00:06:03.680|00:06:05.189|False
agradecer aqui o Ronei e o André por|00:06:05.199|00:06:07.309|False
esse belo trabalho. Isso é muito|00:06:07.319|00:06:08.909|False
importante e ganha com isso o povo|00:06:08.919|00:06:10.390|False
goiano que ganha um campeonato forte,|00:06:10.400|00:06:12.189|False
ganha, né, um momento de lazer, de|00:06:12.199|00:06:14.510|False
esporte com sua família. Isso é muito|00:06:14.520|00:06:15.990|False
importante.|00:06:16.000|00:06:19.000|False
