Trecho|tempo_inicio|tempo_fim|comeca_locutor
livremente, porque se as fórmulas|00:06:59.440|00:07:01.629|False
funcionassem, seríamos todos escravos da|00:07:01.639|00:07:04.990|False
mesma fórmula e teríamos desaparecidos|00:07:05.000|00:07:08.510|False
como seres autônomos, criativos,|00:07:08.520|00:07:12.230|False
geniais e sempre dispostos a improvisar|00:07:12.240|00:07:15.270|False
um jeito que ninguém tinha pensado|00:07:15.280|00:07:18.150|False
antes. é bem melhor assim, sem fórmula|00:07:18.160|00:07:22.790|False
nenhuma, nem para todos e nem para você.|00:07:22.800|00:07:27.710|False
Como assim? Nem para mim? Claro. Ou você|00:07:27.720|00:07:30.830|False
acha que toda aula para mim é alegre?|00:07:30.840|00:07:35.150|False
Basta o aluno não prestar atenção e me|00:07:35.160|00:07:37.629|False
desconsiderar e eu já entristeço. Porque|00:07:37.639|00:07:40.950|False
tristeza é isso, queda de potência,|00:07:40.960|00:07:43.230|False
passagem para um estado menos potente do|00:07:43.240|00:07:45.550|False
próprio ser.|00:07:45.560|00:07:47.990|False
Graas.|00:07:48.000|00:07:52.100|False
